model,MAE_mps,RMSE_mps,MAPE_percent
RandomForest,0.4772650280727863,1.136524491366049,53.058054367081475
ExtraTrees,0.4994072153690722,1.1227039503674543,59.13578324639764
Ridge,0.6078868364990705,1.0654002852122728,89.73207371227313
Huber,0.6627210638151662,1.0148459498372429,116.12563267645268
